budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,release_year,year,genre_name,country_name,company_name
50000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",2976,"[{""id"": 890, ""name"": ""races""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 2136, ""name"": ""television""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 3060, ""name"": ""race politics""}, {""id"": 5736, ""name"": ""coloured""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6090, ""name"": ""equality""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 6706, ""name"": ""performance""}, {""id"": 6713, ""name"": ""integration""}, {""id"": 8663, ""name"": ""overweight woman""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 160910, ""name"": ""xenophobia""}, {""id"": 165317, ""name"": ""based on film""}, {""id"": 208992, ""name"": ""1960s""}]",en,31.160542,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Offspring Entertainment', 'id': 2378}, {'name': 'Zadan / Meron Productions', 'id': 70994}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-07-13,90450008,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hairspray,6.5,709,2007,2007,"['Family', 'Comedy', 'Music', 'Romance']","['United Kingdom', 'United States of America']","['New Line Cinema', 'Ingenious Film Partners', 'Offspring Entertainment', 'Zadan / Meron Productions']"
80000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11026,"[{""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2626, ""name"": ""exorcism""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11083, ""name"": ""paganism""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 161935, ""name"": ""relic""}, {""id"": 179567, ""name"": ""crisis of faith""}, {""id"": 179568, ""name"": ""archaeological dig""}]",en,15.761384,"[{'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'Dominion Productions', 'id': 36452}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-08-20,78000586,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Exorcist: The Beginning,4.7,183,2004,2004,"['Horror', 'Mystery', 'Thriller']",['United States of America'],"['Morgan Creek Productions', 'Dominion Productions']"
75000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",75656,"[{""id"": 90, ""name"": ""paris""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2411, ""name"": ""new orleans""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 14601, ""name"": ""explosion""}]",en,71.124686,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'SOIXAN7E QUIN5E', 'id': 23271}, {'name': 'See Me Louisiana', 'id': 23272}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2013-05-29,117698894,115.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Now You See Me,7.3,5487,2013,2013,"['Thriller', 'Crime']","['United States of America', 'France']","['Summit Entertainment', 'K/O Paper Products', 'SOIXAN7E QUIN5E', 'See Me Louisiana']"
80000000,"[{'id': 35, 'name': 'Comedy'}]",38365,"[{""id"": 2064, ""name"": ""overweight""}, {""id"": 6954, ""name"": ""swing""}, {""id"": 7600, ""name"": ""foot""}, {""id"": 11428, ""name"": ""convertible""}, {""id"": 11715, ""name"": ""arrow""}]",en,38.864027,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-24,271430189,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Grown Ups,6.0,1705,2010,2010,['Comedy'],['United States of America'],"['Columbia Pictures', 'Happy Madison Productions', 'Relativity Media']"
60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",594,"[{""id"": 242, ""name"": ""new york""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1638, ""name"": ""translation""}, {""id"": 1846, ""name"": ""craftsman""}, {""id"": 2080, ""name"": ""stewardess""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2568, ""name"": ""language barrier""}, {""id"": 3013, ""name"": ""jfk international airport""}, {""id"": 3014, ""name"": ""immigration law""}, {""id"": 3015, ""name"": ""fast food restaurant""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 3017, ""name"": ""jazz musician""}, {""id"": 3018, ""name"": ""saxophonist""}, {""id"": 3019, ""name"": ""autograph""}, {""id"": 3022, ""name"": ""passport""}, {""id"": 3023, ""name"": ""eastern europe""}, {""id"": 6054, ""name"": ""friendship""}]",en,57.753914,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-06-17,219417255,128.0,"[{""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Terminal,7.0,1910,2004,2004,"['Comedy', 'Drama']",['United States of America'],"['DreamWorks SKG', 'Amblin Entertainment', 'Parkes/MacDonald Productions']"
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",15189,"[{""id"": 2393, ""name"": ""adoption""}, {""id"": 8841, ""name"": ""puppy""}, {""id"": 12341, ""name"": ""pitbull""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 158394, ""name"": ""foster home""}, {""id"": 158395, ""name"": ""animal lover""}, {""id"": 158415, ""name"": ""beagle""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,13.25753,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Nickelodeon Movies', 'id': 2348}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-16,73034460,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hotel for Dogs,5.7,202,2009,2009,"['Comedy', 'Family']",['United States of America'],"['DreamWorks SKG', 'Nickelodeon Movies']"
75000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",11678,"[{""id"": 486, ""name"": ""himalaya""}, {""id"": 7021, ""name"": ""pakistan""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 9356, ""name"": ""k2""}, {""id"": 160177, ""name"": ""mountaineering""}, {""id"": 209504, ""name"": ""karakoram""}]",en,13.318744,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'id': 9269}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'PK', 'name': 'Pakistan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-12-08,215663859,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}]",Vertical Limit,5.9,283,2000,2000,"['Action', 'Adventure', 'Thriller']","['New Zealand', 'Pakistan', 'United States of America']","['Columbia Pictures Corporation', 'Global Entertainment Productions GmbH & Company Medien KG']"
75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6538,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 591, ""name"": ""cia""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 973, ""name"": ""refugee camp""}, {""id"": 1705, ""name"": ""congress""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 2732, ""name"": ""rocket launcher""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 4531, ""name"": ""munition""}, {""id"": 7158, ""name"": ""war in afghanistan""}, {""id"": 7597, ""name"": ""dollar""}]",en,18.70031,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Participant Productions', 'id': 2030}, {'name': 'Playtone Production', 'id': 2031}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-19,119000410,102.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Charlie Wilson's War,6.5,338,2007,2007,"['Comedy', 'Drama', 'History']",['United States of America'],"['Universal Pictures', 'Participant Productions', 'Playtone Production']"
75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",10555,"[{""id"": 1357, ""name"": ""fish""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 4923, ""name"": ""threat to death""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 187056, ""name"": ""woman director""}]",en,47.094369,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-09-20,367275019,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Shark Tale,5.8,1557,2004,2004,"['Animation', 'Action', 'Comedy', 'Family']",['United States of America'],"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']"
70000000,"[{'id': 18, 'name': 'Drama'}]",1125,"[{""id"": 532, ""name"": ""music record""}, {""id"": 554, ""name"": ""manager""}, {""id"": 577, ""name"": ""black people""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 634, ""name"": ""soul""}, {""id"": 837, ""name"": ""show business""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4481, ""name"": ""deceived wife""}, {""id"": 4741, ""name"": ""recording contract""}, {""id"": 4742, ""name"": ""background singer""}, {""id"": 4744, ""name"": ""motown""}, {""id"": 4745, ""name"": ""the supremes""}, {""id"": 4746, ""name"": ""record producer""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 18021, ""name"": ""detroit""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 41591, ""name"": ""music band""}]",en,14.486311,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Laurence Mark Productions', 'id': 415}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-12-25,154937680,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dreamgirls,6.6,284,2006,2006,['Drama'],['United States of America'],"['Paramount Pictures', 'DreamWorks SKG', 'Laurence Mark Productions']"
53000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4551,"[{""id"": 3605, ""name"": ""baseball bat""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 4741, ""name"": ""recording contract""}, {""id"": 5718, ""name"": ""recording studio""}, {""id"": 8045, ""name"": ""russian mafia""}, {""id"": 10572, ""name"": ""music business""}, {""id"": 10712, ""name"": ""night club""}, {""id"": 163949, ""name"": ""pawnshop""}]",en,18.61472,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Nina Saxon Film Design', 'id': 1693}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-03-04,95226116,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Be Cool,5.4,292,2005,2005,"['Comedy', 'Crime']",['United States of America'],"['Double Feature Films', 'Jersey Films', 'Nina Saxon Film Design', 'Metro-Goldwyn-Mayer (MGM)']"
70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",612,"[{""id"": 90, ""name"": ""paris""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 536, ""name"": ""israel""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 2437, ""name"": ""munich""}, {""id"": 3037, ""name"": ""mossad""}, {""id"": 3038, ""name"": ""israeli""}, {""id"": 3039, ""name"": ""palestinian""}, {""id"": 3043, ""name"": ""beirut""}, {""id"": 3046, ""name"": ""ailul al aswad""}, {""id"": 3047, ""name"": ""plo""}, {""id"": 3048, ""name"": ""bomb constructor""}, {""id"": 3049, ""name"": ""baader-meinhof group""}, {""id"": 3052, ""name"": ""olympian village""}, {""id"": 9748, ""name"": ""revenge""}]",en,29.035222,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Peninsula Films', 'id': 682}, {'name': 'Alliance Atlantis Communications', 'id': 803}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Barry Mendel Productions', 'id': 17032}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2005-12-22,130358911,164.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Munich,6.9,696,2005,2005,"['Drama', 'Action', 'History', 'Thriller']","['Canada', 'United States of America', 'France']","['DreamWorks SKG', 'Universal Pictures', 'Amblin Entertainment', 'Peninsula Films', 'Alliance Atlantis Communications', 'Kennedy/Marshall Company, The', 'Barry Mendel Productions']"
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",9567,"[{""id"": 4595, ""name"": ""u.s. army""}, {""id"": 7587, ""name"": ""nigeria""}, {""id"": 8570, ""name"": ""president""}]",en,27.055085,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Michael Lobell Productions', 'id': 13473}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-03-07,85632458,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Tears of the Sun,6.4,573,2003,2003,"['Action', 'Drama', 'War']",['United States of America'],"['Columbia Pictures', 'Revolution Studios', 'Cheyenne Enterprises', 'Michael Lobell Productions']"
75000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",37821,"[{""id"": 782, ""name"": ""assassin""}]",en,23.004607,"[{'name': 'Katalyst Films', 'id': 817}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Aversano Films', 'id': 60022}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-04,98159963,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Killers,5.7,772,2010,2010,"['Action', 'Comedy', 'Thriller', 'Romance']",['United States of America'],"['Katalyst Films', 'Lionsgate', 'Aversano Films']"
75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",203801,"[{""id"": 470, ""name"": ""spy""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 190654, ""name"": ""russian spy""}, {""id"": 197822, ""name"": ""american spy""}]",en,48.744209,"[{'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wigram Productions', 'id': 23202}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-08-13,108145109,116.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",The Man from U.N.C.L.E.,7.1,2265,2015,2015,"['Comedy', 'Action', 'Adventure']",['United States of America'],"['Davis Entertainment', 'Warner Bros.', 'Wigram Productions', 'RatPac-Dune Entertainment']"
80000000,"[{'id': 35, 'name': 'Comedy'}]",2539,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 456, ""name"": ""mother""}, {""id"": 641, ""name"": ""single parent""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 1716, ""name"": ""milieu""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 2568, ""name"": ""language barrier""}, {""id"": 2783, ""name"": ""family's daily life""}, {""id"": 3200, ""name"": ""platonic love""}, {""id"": 3595, ""name"": ""deceived husband""}, {""id"": 4034, ""name"": ""class society""}, {""id"": 5083, ""name"": ""hysteria""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5616, ""name"": ""united states\u2013mexico barrier""}, {""id"": 5625, ""name"": ""relationship problems""}, {""id"": 6069, ""name"": ""class""}, {""id"": 6277, ""name"": ""language course""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 14638, ""name"": ""american""}, {""id"": 163127, ""name"": ""mexican""}, {""id"": 170652, ""name"": ""father figure""}]",en,14.209329,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-12-17,55041367,130.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Spanglish,5.8,369,2004,2004,['Comedy'],['United States of America'],"['Gracie Films', 'Columbia Pictures Corporation']"
75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",9297,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 208349, ""name"": ""child""}]",en,36.368839,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Sony Pictures Animation', 'id': 2251}, {'name': 'Sony Pictures Entertainment', 'id': 5752}, {'name': 'ImageMovers', 'id': 11395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-07-21,140175006,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Monster House,6.3,874,2006,2006,"['Animation', 'Comedy', 'Family', 'Fantasy']",['United States of America'],"['Columbia Pictures', 'Amblin Entertainment', 'Sony Pictures Animation', 'Sony Pictures Entertainment', 'ImageMovers']"
75000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",3172,"[{""id"": 378, ""name"": ""prison""}]",en,24.353302,"[{'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Empire Pictures', 'id': 1212}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Hyde Park Entertainment', 'id': 13816}, {'name': 'Baltimore Spring Creek Productions', 'id': 16061}, {'name': 'Lotus Pictures', 'id': 52944}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-12,67631903,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bandits,6.2,302,2001,2001,"['Action', 'Comedy', 'Crime', 'Romance']",['United States of America'],"['Cheyenne Enterprises', 'Epsilon Motion Pictures', 'Empire Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Hyde Park Entertainment', 'Baltimore Spring Creek Productions', 'Lotus Pictures']"
55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6520,"[{""id"": 3966, ""name"": ""camelot""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 10982, ""name"": ""king arthur""}, {""id"": 177128, ""name"": ""excalibur""}, {""id"": 177129, ""name"": ""knights of the round table""}]",en,19.143321,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'First Knight Productions', 'id': 10158}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-07,127600435,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",First Knight,5.9,311,1995,1995,"['Action', 'Adventure', 'Drama', 'Romance']",['United States of America'],"['Columbia Pictures Corporation', 'First Knight Productions']"
75000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",37958,"[{""id"": 351, ""name"": ""poison""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8985, ""name"": ""zeus""}, {""id"": 14667, ""name"": ""poseidon""}, {""id"": 18096, ""name"": ""spear""}]",en,37.917002,"[{'name': 'Virgin Produced', 'id': 8852}, {'name': 'Mark Canton Productions', 'id': 11761}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-11-10,226904017,110.0,"[{""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Immortals,5.7,880,2011,2011,"['Fantasy', 'Action', 'Drama']",['United States of America'],"['Virgin Produced', 'Mark Canton Productions']"
52000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2026,"[{""id"": 1812, ""name"": ""fbi""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 4668, ""name"": ""police operation""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 18233, ""name"": ""hostage situation""}, {""id"": 159710, ""name"": ""hostage negotiator""}]",en,23.663713,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Yari Film Group', 'id': 2448}, {'name': 'Stratus Film Co.', 'id': 11027}, {'name': 'Syndicate Films International', 'id': 26947}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG II', 'id': 26948}, {'name': 'Hostage GmbH', 'id': 26949}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-03-09,77944725,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hostage,6.2,512,2005,2005,"['Mystery', 'Drama', 'Thriller', 'Crime']","['Germany', 'United States of America']","['Miramax Films', 'Cheyenne Enterprises', 'Yari Film Group', 'Stratus Film Co.', 'Syndicate Films International', 'Equity Pictures Medienfonds GmbH & Co. KG II', 'Hostage GmbH']"
75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",7450,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 4270, ""name"": ""galaxy""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10364, ""name"": ""mission""}]",en,14.44381,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'David Kirschner Productions', 'id': 11050}, {'name': 'Fox Animation Studios', 'id': 11231}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-06-16,36754634,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Titan A.E.,6.3,313,2000,2000,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']",['United States of America'],"['Twentieth Century Fox Film Corporation', 'David Kirschner Productions', 'Fox Animation Studios']"
